area,rooms,bathroom,parking_spaces,floor,rent_amount,property_tax,total,acept,not acept,furnished,not furnished
548,4,7,6,17,15000,2484,23590,1,0,0,1
28,1,1,0,1,1325,0,1342,1,0,0,1
250,3,4,0,1,10000,1667,13790,1,0,1,0
193,4,2,2,1,8900,255,9301,1,0,0,1
428,5,5,4,1,9600,667,10430,1,0,1,0
50,2,1,0,2,950,0,1163,0,1,0,1
135,2,3,2,5,12300,542,15000,0,1,0,1
103,2,2,1,8,1600,221,2372,1,0,0,1
103,3,2,2,2,1360,292,3170,1,0,0,1
80,3,2,1,1,1500,150,2410,1,0,0,1
160,3,3,2,10,4000,390,5670,1,0,0,1
238,4,3,4,24,10200,1816,15130,1,0,0,1
500,7,4,4,1,5500,167,5758,1,0,0,1
580,5,5,4,4,15000,2200,27290,1,0,0,1
80,1,1,0,1,1370,50,1441,1,0,0,1
210,4,5,3,12,2975,1184,6817,1,0,1,0
106,3,3,1,7,2250,186,3369,1,0,0,1
30,1,1,0,11,1200,21,1737,1,0,0,1
156,3,2,1,1,2000,147,2178,1,0,0,1
60,1,1,1,1,1250,0,1269,1,0,0,1
200,3,4,0,2,3600,780,8098,1,0,0,1
70,2,2,0,1,1000,138,1431,1,0,0,1
177,4,5,4,5,9200,959,11780,1,0,0,1
103,3,3,2,1,2500,19,3292,1,0,0,1
440,4,4,4,1,12000,2500,14680,1,0,0,1
65,2,1,1,8,1700,92,2414,1,0,1,0
260,5,3,3,12,4000,487,6541,1,0,0,1
200,4,4,6,1,4320,375,4760,1,0,0,1
96,3,2,1,12,3050,231,4442,1,0,0,1
68,2,2,1,2,2900,137,3764,1,0,1,0
300,5,5,5,1,4500,450,5024,0,1,0,1
34,1,1,0,2,750,27,1092,1,0,0,1
398,5,6,0,2,8500,700,12810,1,0,0,1
100,1,1,0,1,2600,0,2635,1,0,0,1
176,4,5,3,6,6500,704,9427,1,0,1,0
90,2,2,2,4,4000,250,4804,0,1,1,0
680,7,6,8,1,8000,428,8560,1,0,0,1
220,4,3,0,9,15000,1138,19340,1,0,1,0
110,2,2,2,1,2120,174,2326,0,1,0,1
180,3,2,1,2,5500,255,7085,1,0,1,0
36,1,1,1,8,1800,93,2311,1,0,0,1
450,4,4,4,8,12700,836,16100,1,0,0,1
103,3,2,0,1,3300,336,4491,1,0,0,1
101,2,2,2,5,1800,500,2807,1,0,0,1
196,4,4,0,11,6000,1458,9985,1,0,0,1
28,1,1,0,1,1980,68,2569,1,0,0,1
260,3,4,4,1,4500,0,4568,1,0,0,1
330,4,2,5,1,1870,400,2299,1,0,0,1
70,3,2,1,6,1189,96,1908,1,0,0,1
33,1,1,0,3,1200,13,1729,1,0,0,1
160,3,3,2,3,10500,505,13340,1,0,0,1
60,2,1,1,9,1350,42,1916,1,0,0,1
36,1,1,1,1,1379,99,1618,1,0,0,1
20,1,1,0,1,2060,0,2087,1,0,1,0
70,2,1,0,1,750,26,1162,1,0,0,1
180,3,4,4,1,4700,2,4773,1,0,1,0
105,3,3,1,5,2150,0,3158,1,0,0,1
275,4,5,4,1,9700,1334,15360,1,0,0,1
450,2,2,5,1,1512,71,1608,1,0,0,1
360,4,6,4,1,7700,300,8980,1,0,0,1
140,2,2,1,5,1900,150,2775,0,1,1,0
900,3,5,8,1,8000,2250,10370,1,0,0,1
152,3,5,3,9,6000,321,8009,1,0,0,1
280,3,4,3,1,8000,500,8621,1,0,1,0
230,4,4,3,5,2500,934,6030,0,1,0,1
92,3,2,3,6,2100,167,2994,1,0,0,1
58,1,1,1,1,1100,34,1153,1,0,0,1
41,2,1,1,5,1193,0,1457,0,1,0,1
206,4,4,3,10,12000,917,14960,1,0,0,1
214,3,3,2,1,5900,227,8218,1,0,0,1
110,2,2,1,18,1710,0,3018,1,0,0,1
100,2,1,0,1,777,25,815,1,0,0,1
80,2,2,1,4,1200,0,1466,1,0,0,1
311,3,4,3,20,13000,1753,18000,0,1,0,1
200,2,3,2,1,15000,667,17560,1,0,1,0
96,3,2,2,10,3200,189,4230,1,0,0,1
140,4,2,1,1,6000,380,8158,0,1,0,1
138,3,3,2,17,7070,382,8642,1,0,0,1
140,3,3,1,6,3900,359,6509,1,0,1,0
60,2,2,1,2,1250,0,1859,0,1,0,1
40,1,1,0,1,600,34,644,0,1,0,1
178,3,4,4,6,10200,667,13700,1,0,1,0
140,3,3,2,1,4900,25,4999,1,0,1,0
72,2,1,0,1,1020,0,1897,1,0,0,1
117,2,1,1,5,2700,11,3466,0,1,1,0
35,1,1,1,1,977,30,1020,1,0,0,1
42,1,1,0,1,890,0,1263,1,0,1,0
29,1,1,0,1,1100,8,1123,1,0,0,1
130,2,1,0,1,2150,9,2837,1,0,0,1
100,3,2,1,4,5000,333,7748,1,0,0,1
39,1,1,0,4,609,44,1111,1,0,0,1
61,1,1,0,9,1600,0,2015,0,1,0,1
750,4,5,5,1,10400,667,11220,0,1,0,1
142,4,3,2,3,2700,277,3913,1,0,0,1
650,4,4,8,1,7500,200,7813,1,0,0,1
69,2,2,0,1,1700,73,1799,1,0,0,1
100,2,2,4,1,2600,46,2686,1,0,0,1
300,4,2,2,3,8000,500,10360,1,0,0,1
190,3,4,3,14,2740,900,5375,1,0,1,0
115,2,2,0,13,4500,2731,8239,1,0,0,1
119,3,1,1,5,1200,100,2242,1,0,0,1
100,2,3,1,4,1890,42,3156,1,0,1,0
55,2,1,1,3,1087,0,1501,1,0,0,1
44,1,1,1,2,3000,89,3852,1,0,1,0
316,4,6,4,18,8000,1963,14830,1,0,1,0
83,2,3,2,1,3500,167,3920,1,0,0,1
1000,5,7,8,1,14980,1904,17130,1,0,0,1
150,3,2,1,8,4800,0,6033,1,0,0,1
53,2,1,1,7,4200,42,4746,1,0,0,1
49,2,1,1,1,970,4,1387,1,0,0,1
185,3,3,2,6,2200,100,3528,1,0,0,1
40,1,1,0,1,1200,20,1239,1,0,0,1
65,2,1,0,3,1140,9,1818,1,0,0,1
67,3,2,1,10,1560,72,2148,0,1,0,1
46,1,1,1,9,2200,35,2763,1,0,0,1
205,3,2,1,2,2200,156,3334,1,0,0,1
550,5,5,3,1,9000,500,9660,1,0,0,1
50,1,1,1,3,650,33,1085,1,0,0,1
266,4,5,4,7,10900,1167,15110,1,0,0,1
280,3,2,2,10,8000,1126,12370,1,0,1,0
1600,6,6,6,1,7600,1834,9549,1,0,1,0
70,1,1,0,4,2400,156,3347,1,0,0,1
84,3,2,2,8,2340,250,3320,0,1,0,1
40,1,1,0,3,1000,116,1626,0,1,0,1
117,3,2,1,7,4110,384,5297,1,0,0,1
68,2,2,2,8,3430,236,4740,1,0,1,0
140,2,2,2,11,2800,104,3634,1,0,1,0
450,4,2,3,1,13000,1000,14200,1,0,0,1
44,1,2,0,3,1350,100,1610,1,0,0,1
40,1,1,1,3,3200,52,3979,1,0,1,0
70,1,2,1,1,8250,209,9864,1,0,1,0
50,1,2,0,1,900,50,964,1,0,0,1
405,2,3,0,7,4000,699,8253,1,0,0,1
75,2,2,1,1,3160,165,4066,1,0,0,1
80,3,3,1,3,1501,0,2081,1,0,0,1
450,4,5,6,1,12000,1334,13520,1,0,0,1
225,4,5,4,10,7106,0,8797,1,0,1,0
250,3,2,3,35,15000,1084,18780,1,0,1,0
60,2,1,1,5,2200,165,3358,0,1,0,1
31,1,1,1,9,3400,150,5094,0,1,1,0
100,3,1,3,1,2000,164,2195,1,0,0,1
20,1,1,0,6,1050,79,1563,0,1,0,1
200,3,4,8,1,7000,25,7131,1,0,0,1
50,1,1,1,8,1690,62,2554,1,0,0,1
61,3,2,2,15,2200,90,3030,1,0,0,1
200,3,4,2,3,9800,820,15220,1,0,0,1
100,2,2,0,1,11000,100,11280,1,0,0,1
365,4,5,6,4,13900,2588,20390,1,0,0,1
38,1,1,0,13,3000,64,3517,1,0,0,1
49,2,1,0,4,1350,58,1788,1,0,0,1
207,3,5,4,6,12000,934,15490,1,0,0,1
82,3,2,1,6,1500,142,2487,1,0,0,1
400,5,4,3,1,4000,250,4311,1,0,0,1
170,4,2,2,6,9000,834,12370,1,0,0,1
105,3,2,2,3,2890,217,3520,1,0,1,0
383,4,4,5,2,3004,709,5941,1,0,0,1
168,3,3,3,3,2700,322,4662,1,0,0,1
53,2,2,1,10,2400,389,4760,1,0,1,0
320,4,3,2,1,4500,125,4705,1,0,0,1
300,3,4,3,18,9900,834,14360,1,0,0,1
100,3,2,3,1,2200,0,2234,1,0,0,1
40,1,1,0,1,900,80,992,1,0,0,1
180,3,1,0,1,2500,334,2872,1,0,0,1
257,4,5,4,8,7500,1107,11430,1,0,1,0
178,2,4,2,2,7000,891,10280,1,0,0,1
179,3,3,0,9,12000,472,14450,0,1,1,0
64,2,1,0,1,1750,42,2118,1,0,0,1
60,2,1,0,1,990,25,1356,1,0,0,1
55,1,1,1,11,2200,148,3072,0,1,0,1
50,1,1,0,8,1970,0,2465,0,1,0,1
82,3,2,2,19,1994,0,2490,0,1,0,1
60,1,1,1,7,1210,106,1982,1,0,0,1
40,1,1,1,9,1200,68,2586,0,1,1,0
230,4,4,8,1,5100,320,5497,1,0,0,1
73,2,1,1,2,1300,20,2017,1,0,0,1
79,2,2,1,1,2000,75,2701,1,0,1,0
230,3,4,2,3,4800,292,7153,1,0,0,1
214,3,3,3,4,14000,1050,18810,1,0,0,1
120,2,1,0,1,1500,90,1613,1,0,0,1
200,4,2,1,1,2500,334,2872,0,1,0,1
85,3,2,2,9,3300,102,4391,0,1,1,0
45,1,1,1,1,5520,0,8590,0,1,1,0
30,1,1,0,4,755,22,987,1,0,0,1
57,2,2,1,3,2300,0,2806,1,0,0,1
500,4,7,3,1,15000,2500,17730,1,0,0,1
322,4,5,5,17,15000,1875,19770,1,0,1,0
20,1,1,0,3,1530,0,1774,0,1,0,1
100,2,2,1,1,1346,0,1370,0,1,0,1
620,4,6,4,1,15000,4520,27840,1,0,0,1
240,4,3,5,1,2500,120,2665,1,0,0,1
95,3,2,2,10,7000,142,8131,1,0,0,1
35,1,1,1,6,2100,99,2768,1,0,0,1
325,5,4,7,1,8900,417,9463,1,0,1,0
58,3,1,1,1,2800,21,3313,1,0,1,0
200,4,4,3,6,9000,1000,11520,0,1,0,1
92,3,2,2,2,1100,250,2771,1,0,0,1
65,2,1,1,9,1545,94,2096,1,0,0,1
57,2,1,0,2,800,31,1220,1,0,0,1
50,2,1,1,2,1600,0,2021,1,0,0,1
165,4,5,2,4,9500,315,12440,1,0,1,0
70,2,1,1,6,1900,122,2947,1,0,0,1
230,4,3,1,1,4000,513,6964,0,1,0,1
34,1,1,0,3,2000,114,2960,0,1,1,0
25,1,1,0,1,660,0,671,0,1,0,1
50,2,1,1,2,1800,0,1823,1,0,0,1
120,3,2,2,2,2975,155,3874,1,0,1,0
60,2,1,1,1,1400,96,1521,1,0,0,1
67,2,2,1,8,2240,215,3464,1,0,0,1
22,1,1,0,26,2100,40,2551,1,0,0,1
197,3,1,2,1,2100,290,2422,1,0,0,1
105,3,3,1,3,2300,130,3764,1,0,1,0
80,2,2,1,1,1556,0,1564,0,1,0,1
140,4,2,2,5,2500,253,3607,0,1,0,1
70,2,2,1,9,4000,184,5436,1,0,0,1
383,5,5,4,1,10000,250,10430,1,0,0,1
172,3,4,3,5,9000,900,11670,1,0,0,1
57,2,2,1,6,1800,75,2327,0,1,0,1
32,1,1,1,23,2000,416,4242,1,0,0,1
341,10,6,7,1,5500,459,6050,1,0,0,1
600,5,6,8,1,10500,642,11320,1,0,1,0
43,2,1,1,13,2000,18,2351,0,1,0,1
98,3,2,1,1,1233,84,2060,1,0,0,1
36,2,1,0,6,1790,0,2403,1,0,0,1
42,1,1,0,4,2800,79,3416,1,0,1,0
120,3,3,3,8,2700,167,3602,0,1,0,1
78,2,2,1,8,1400,290,2429,1,0,0,1
113,3,4,2,7,4000,591,6242,1,0,0,1
47,2,1,1,1,1390,0,1968,0,1,0,1
60,2,2,1,5,1300,0,1795,1,0,0,1
77,2,1,0,1,1130,25,1172,0,1,0,1
75,2,2,1,3,1500,142,1864,1,0,0,1
60,3,1,1,3,1550,0,2040,1,0,0,1
240,3,4,3,9,5800,825,8799,1,0,0,1
48,1,1,1,4,3400,114,4191,1,0,0,1
70,3,1,1,8,1300,71,1784,1,0,0,1
345,3,3,0,1,3500,150,3708,0,1,1,0
250,4,2,3,2,15000,100,18290,0,1,1,0
158,4,4,3,4,3500,589,6124,1,0,1,0
55,2,1,1,1,1300,34,1358,1,0,1,0
80,2,1,1,17,1820,235,2945,1,0,0,1
42,1,1,1,11,2200,50,2783,1,0,0,1
80,3,3,2,20,4450,242,5349,1,0,0,1
50,1,1,0,1,1550,28,2117,1,0,0,1
380,4,3,2,9,15000,1348,19760,1,0,0,1
85,2,2,1,6,5300,67,6635,1,0,1,0
120,4,3,2,1,3250,0,3294,1,0,0,1
214,4,5,4,6,3251,1026,6554,1,0,0,1
277,4,4,6,5,3800,1947,9996,1,0,0,1
50,2,1,1,4,1080,0,1424,1,0,0,1
90,3,2,2,2,2000,159,2716,0,1,0,1
287,4,5,2,1,6000,317,6408,1,0,1,0
11,1,1,0,1,2000,42,2368,0,1,1,0
62,2,1,1,7,1620,54,2183,0,1,0,1
45,1,1,1,7,3100,120,3782,0,1,1,0
80,2,1,1,1,1650,70,1945,1,0,0,1
115,3,3,2,5,4890,234,6186,0,1,0,1
110,2,2,1,3,1800,152,2579,1,0,1,0
162,3,3,2,4,7000,367,9212,1,0,0,1
85,3,2,1,4,1800,306,3380,1,0,0,1
105,4,3,3,5,1900,228,3302,1,0,0,1
180,2,2,5,1,3000,1,3048,1,0,0,1
80,2,1,0,9,831,159,1331,1,0,0,1
56,2,1,1,6,2200,11,2919,1,0,0,1
70,2,1,1,15,1200,35,2300,1,0,0,1
70,1,2,1,6,1200,85,2401,0,1,0,1
75,3,1,1,4,1000,145,1641,0,1,0,1
420,4,6,4,1,6500,417,7315,1,0,0,1
279,3,3,8,1,3500,182,3735,1,0,1,0
160,4,4,2,1,2400,0,2437,1,0,0,1
41,1,1,0,1,1100,0,1364,1,0,0,1
97,2,2,2,3,2200,42,3670,1,0,0,1
40,1,1,1,7,1400,36,1857,1,0,1,0
110,3,2,1,5,3600,215,5078,1,0,1,0
298,4,3,2,3,2500,300,3164,1,0,1,0
87,4,2,2,2,1600,160,2152,1,0,0,1
150,5,5,4,3,3700,917,6464,0,1,1,0
113,3,2,2,8,2975,359,5122,1,0,0,1
293,6,2,3,1,2600,138,2781,1,0,0,1
90,3,2,2,1,2000,165,3208,1,0,0,1
305,4,3,3,14,9000,660,12280,1,0,0,1
50,2,1,1,1,1040,277,1331,0,1,0,1
150,3,3,2,1,3300,135,3485,1,0,0,1
367,3,4,4,8,15000,1032,23250,0,1,0,1
50,2,1,0,9,2350,64,2950,1,0,1,0
230,3,4,3,7,8000,1167,12470,0,1,0,1
125,3,3,1,6,5500,247,7417,1,0,1,0
140,3,2,1,4,1350,95,2563,1,0,0,1
63,3,2,0,18,1800,0,2373,1,0,0,1
110,2,1,1,21,3300,234,4551,1,0,0,1
54,2,1,1,13,1610,0,2111,1,0,0,1
67,2,1,0,3,1523,50,1926,1,0,0,1
296,3,4,4,2,8864,0,10840,1,0,0,1
70,2,1,1,1,1000,75,1092,1,0,0,1
50,2,1,0,1,1100,0,1167,0,1,0,1
160,3,2,4,1,3500,0,3553,0,1,0,1
60,2,2,1,14,2200,20,2708,0,1,0,1
220,3,4,3,12,8000,1034,12260,1,0,1,0
340,4,3,8,1,13000,1167,14360,1,0,0,1
52,2,1,0,1,1150,34,1249,0,1,0,1
50,2,1,1,1,915,63,1091,1,0,0,1
60,2,1,0,3,2200,80,2600,1,0,0,1
125,3,3,3,1,2450,15,2602,1,0,0,1
36,2,1,0,1,1080,0,1097,0,1,0,1
100,3,2,1,5,1500,120,2370,1,0,0,1
550,4,7,3,1,11500,1650,13320,1,0,1,0
60,3,1,2,4,1105,0,1502,0,1,0,1
48,1,1,0,4,500,17,1014,0,1,0,1
164,3,3,1,3,9000,210,11120,1,0,1,0
90,3,2,1,2,1200,100,1596,1,0,0,1
78,3,2,1,4,2800,75,3366,1,0,0,1
44,2,1,0,1,1125,0,1400,1,0,0,1
180,3,3,2,1,2950,267,4757,1,0,0,1
82,3,2,1,1,1200,100,1966,1,0,0,1
49,1,1,1,7,2900,139,3906,1,0,1,0
400,5,4,5,1,13970,417,14590,0,1,0,1
74,2,3,2,26,3200,40,3731,1,0,0,1
110,2,1,1,1,1500,163,1686,1,0,0,1
58,1,1,1,1,3500,70,4090,1,0,1,0
23,1,1,0,5,1540,0,1880,0,1,0,1
95,3,2,1,3,2500,67,3661,1,0,0,1
196,4,3,3,13,5000,931,8415,0,1,0,1
70,2,1,0,1,2300,123,2458,1,0,0,1
148,2,1,2,3,1650,880,2940,1,0,0,1
70,2,1,0,2,1280,0,2397,1,0,0,1
30,1,1,1,5,2300,134,3074,0,1,0,1
300,3,2,4,1,2700,250,2991,1,0,0,1
53,1,1,1,5,2600,0,3765,0,1,1,0
96,3,2,2,5,3148,81,4189,1,0,1,0
190,3,4,2,10,6000,48,7889,0,1,0,1
250,3,5,8,1,6000,7,6098,1,0,1,0
130,4,1,3,1,2150,0,2186,0,1,0,1
250,3,3,6,1,4250,519,4833,1,0,0,1
50,1,1,0,7,650,13,977,1,0,0,1
840,5,6,5,1,8000,511,8643,1,0,0,1
95,3,3,0,5,1999,291,3066,1,0,0,1
33,1,1,0,1,1305,0,1572,0,1,0,1
60,2,1,0,2,1350,0,1748,1,0,0,1
51,1,1,0,11,4950,125,6038,1,0,1,0
200,4,3,2,2,8000,756,10760,1,0,0,1
212,4,5,6,7,4500,1067,8475,1,0,0,1
66,3,1,0,1,1525,0,1566,1,0,0,1
150,3,5,2,14,3102,452,5017,1,0,0,1
48,2,1,1,12,1270,9,1696,1,0,0,1
90,2,2,1,1,2500,274,2812,1,0,0,1
136,4,3,2,3,4000,327,5136,0,1,0,1
40,1,1,1,14,3000,95,3691,1,0,0,1
100,1,2,2,1,1700,0,1726,0,1,0,1
32,1,1,0,18,1200,100,1646,1,0,0,1
30,1,1,1,13,3300,9,4051,1,0,1,0
170,2,2,5,1,5500,600,6183,1,0,0,1
184,4,3,4,1,3240,220,3509,1,0,0,1
368,4,5,4,1,5000,2661,11940,1,0,0,1
230,3,4,4,12,7000,917,11310,1,0,0,1
214,4,6,4,4,11000,780,13920,1,0,1,0
37,1,1,1,7,2000,0,2452,0,1,0,1
450,5,5,4,1,5540,520,6144,0,1,0,1
87,3,2,0,6,2000,231,3541,1,0,0,1
70,2,1,1,1,1300,25,1345,1,0,0,1
54,2,1,1,1,1250,7,1753,1,0,0,1
155,4,3,3,7,3300,356,4900,1,0,0,1
35,1,1,0,1,1100,30,1144,1,0,0,1
160,4,4,5,1,4500,0,4568,1,0,0,1
95,3,2,2,1,1400,122,1751,1,0,0,1
113,2,1,1,5,3000,50,4089,1,0,0,1
70,3,2,1,9,850,255,2118,1,0,0,1
131,3,2,2,1,1800,600,3920,1,0,0,1
130,3,3,1,2,3200,150,4083,1,0,0,1
72,2,1,0,1,1300,40,1439,1,0,0,1
130,2,1,1,1,1280,59,1360,1,0,0,1
80,2,3,1,7,1300,320,2480,1,0,1,0
50,3,2,2,1,2800,30,3023,1,0,0,1
54,2,1,1,4,2000,10,2606,0,1,0,1
130,3,3,3,23,2800,489,4615,1,0,0,1
230,4,1,1,3,3500,370,5209,1,0,0,1
50,2,1,1,1,1100,0,1414,1,0,0,1
100,3,2,3,1,2800,0,2846,1,0,0,1
40,1,1,1,2,970,0,983,0,1,1,0
75,3,1,1,1,12000,0,12480,0,1,0,1
30,1,1,1,4,1200,144,3147,0,1,1,0
68,2,2,1,3,1800,82,2309,1,0,0,1
117,3,3,2,1,2700,16,2757,1,0,0,1
600,5,4,5,1,12000,1167,13380,1,0,1,0
126,3,2,2,18,1610,0,2621,0,1,0,1
290,4,4,3,1,2500,262,2807,1,0,0,1
120,3,1,0,4,1500,125,2737,1,0,0,1
35,1,1,0,3,1600,0,2071,1,0,1,0
40,1,1,1,2,970,0,983,0,1,1,0
56,2,2,1,4,2000,0,2526,1,0,0,1
53,2,1,1,1,800,65,876,1,0,0,1
270,4,4,4,11,15000,100,18090,1,0,1,0
150,4,2,2,1,1100,0,1720,1,0,0,1
40,1,1,0,1,980,0,993,0,1,0,1
31,1,1,0,9,3280,109,3831,1,0,1,0
50,2,2,1,1,1275,23,1765,1,0,0,1
347,5,5,4,1,7000,500,7606,1,0,0,1
70,3,1,1,14,1800,42,2293,0,1,0,1
75,2,1,0,4,1200,0,1656,1,0,0,1
90,3,2,0,3,1105,31,1558,0,1,0,1
200,3,4,1,10,1190,550,3356,1,0,0,1
201,4,4,4,13,5933,900,9509,1,0,0,1
37,1,1,0,1,1400,0,1418,1,0,0,1
75,3,1,1,8,2200,70,3135,0,1,0,1
42,1,1,0,6,1650,184,3145,1,0,0,1
148,3,2,0,14,1700,102,2434,1,0,0,1
200,2,2,0,1,3000,9,3055,1,0,0,1
216,3,3,3,16,13000,1230,16720,1,0,0,1
300,3,2,0,1,8300,217,8642,1,0,1,0
73,1,1,0,2,1350,62,1430,1,0,0,1
77,3,1,0,2,4200,269,5687,1,0,1,0
50,2,1,0,1,850,30,892,1,0,0,1
480,4,7,8,1,14000,2186,16400,1,0,0,1
300,5,5,2,1,4000,220,4281,1,0,0,1
180,3,2,1,9,4900,459,7023,1,0,0,1
68,3,2,1,10,1600,76,2300,1,0,0,1
62,2,2,1,1,1550,17,2147,1,0,0,1
62,2,2,2,6,3230,230,4501,0,1,0,1
212,4,1,2,1,1500,88,1611,1,0,0,1
340,3,4,4,1,10000,1584,11740,1,0,0,1
280,5,4,8,1,10000,417,10600,1,0,0,1
250,4,3,4,1,7200,434,7743,1,0,0,1
64,2,1,0,8,1600,100,2221,1,0,0,1
25,1,1,0,12,2100,41,2486,1,0,0,1
37,1,1,0,11,3250,69,3707,0,1,0,1
51,3,1,1,1,1100,71,1431,1,0,0,1
75,2,3,1,2,1600,260,2743,1,0,0,1
40,1,1,1,1,972,0,987,0,1,0,1
25,1,1,0,1,700,0,760,1,0,0,1
340,5,4,4,1,4800,300,5186,1,0,0,1
60,2,1,0,2,2650,209,3774,1,0,0,1
90,1,1,1,7,1680,100,3552,0,1,1,0
120,3,3,2,1,8900,371,9405,1,0,0,1
200,1,2,0,1,8000,700,8821,1,0,0,1
168,4,4,3,6,3250,234,4926,1,0,0,1
212,4,5,4,16,10000,834,14960,1,0,0,1
40,1,1,1,7,2400,0,2881,1,0,0,1
78,1,2,1,10,2440,167,3538,0,1,0,1
340,3,4,3,1,9800,392,10340,1,0,1,0
300,4,4,4,4,10000,1114,13450,1,0,0,1
181,3,3,3,1,5500,148,5739,1,0,0,1
68,2,2,0,6,6443,20,7175,0,1,1,0
600,6,7,4,1,15000,84,25310,1,0,1,0
138,3,3,2,1,2700,141,2882,1,0,0,1
65,2,1,1,6,1200,101,1803,0,1,0,1
44,1,1,1,6,2000,130,2727,0,1,0,1
600,5,7,8,1,9000,1875,11010,1,0,1,0
53,1,1,0,1,1300,89,1805,1,0,0,1
340,4,5,4,20,12000,872,15290,1,0,0,1
183,6,5,2,2,3800,25,4683,0,1,0,1
80,2,3,0,6,3300,427,5081,1,0,0,1
50,1,1,1,7,2800,123,3365,0,1,1,0
293,4,3,3,5,1050,500,4864,1,0,0,1
80,3,2,1,2,1800,124,2361,1,0,0,1
30,1,1,0,1,1318,0,1478,1,0,1,0
150,3,4,2,1,2000,200,2231,1,0,0,1
70,3,2,2,2,2010,74,2469,1,0,1,0
85,2,1,1,1,2300,97,2927,1,0,0,1
500,5,5,1,1,7900,486,8507,1,0,0,1
49,2,1,1,1,1220,6,1398,1,0,0,1
325,4,5,7,1,11500,825,12500,1,0,1,0
35,1,1,0,6,2570,58,2662,0,1,1,0
270,4,3,3,2,7500,550,11410,1,0,0,1
540,4,7,5,11,15000,3565,23680,1,0,0,1
150,3,5,3,2,11000,284,12410,1,0,1,0
300,3,3,2,1,5000,690,5772,1,0,0,1
42,1,1,1,21,2500,202,5140,0,1,1,0
126,2,1,0,1,1700,314,2040,1,0,0,1
67,2,1,1,4,2099,250,3876,1,0,0,1
80,3,3,2,4,2000,283,3683,1,0,1,0
85,3,1,2,4,1900,139,3664,1,0,0,1
290,5,5,3,4,5600,49,9231,0,1,0,1
274,2,3,4,1,3000,323,3369,1,0,0,1
46,2,1,1,3,970,42,1275,1,0,0,1
50,2,1,1,4,860,69,1191,1,0,0,1
42,1,1,0,1,1600,50,1675,0,1,0,1
55,1,1,1,2,1195,0,1211,1,0,0,1
55,1,2,1,2,1200,55,1921,1,0,0,1
80,2,3,2,6,3260,350,4634,1,0,0,1
42,1,1,1,5,2300,95,2885,1,0,0,1
70,2,1,1,3,1275,74,1866,1,0,0,1
78,3,2,1,15,1935,73,2575,1,0,0,1
55,2,1,1,2,1100,91,1406,1,0,0,1
63,2,1,1,3,1120,34,1769,1,0,0,1
57,2,2,1,8,2550,132,3073,1,0,0,1
78,2,1,0,2,1330,91,1521,1,0,0,1
140,2,2,2,7,6740,0,8086,1,0,0,1
71,3,2,2,3,1300,101,1689,1,0,0,1
845,5,9,6,1,8499,1000,9627,1,0,1,0
70,2,1,1,3,1100,107,1566,0,1,0,1
40,1,1,0,8,595,12,942,0,1,0,1
82,2,2,1,2,3100,51,3941,1,0,1,0
31,1,1,1,4,3200,64,3577,1,0,0,1
62,2,2,1,7,3900,100,4857,0,1,1,0
156,4,4,3,9,3510,995,6081,1,0,1,0
300,3,4,7,1,4340,550,4956,0,1,0,1
35,1,1,0,1,750,0,760,1,0,0,1
40,1,1,1,13,1600,160,2881,0,1,0,1
39,1,1,1,5,1700,50,2072,1,0,1,0
100,3,3,2,6,1800,143,2687,0,1,0,1
60,2,1,0,7,1100,86,1729,1,0,0,1
43,2,1,0,1,1250,120,1386,0,1,0,1
120,2,2,0,8,12000,125,13270,1,0,1,0
90,3,1,1,1,1360,1,1384,1,0,0,1
170,3,2,1,14,10500,84,12390,1,0,1,0
154,4,2,3,4,5400,647,8269,0,1,1,0
108,3,3,2,3,4800,393,7054,1,0,0,1
20,1,1,0,4,1800,130,2555,1,0,1,0
200,4,3,2,7,2300,467,4737,1,0,0,1
800,7,7,4,1,8900,943,9989,1,0,1,0
43,2,2,0,1,1750,70,1843,0,1,1,0
125,2,1,0,4,850,120,1759,1,0,0,1
28,1,1,0,1,1390,0,1408,0,1,1,0
37,1,1,1,1,2600,252,3489,0,1,1,0
60,3,2,1,1,2430,0,2467,1,0,1,0
121,2,3,1,20,2560,170,3588,1,0,0,1
600,5,5,2,1,7500,158,7781,1,0,0,1
161,3,3,2,10,2750,418,4703,1,0,0,1
60,2,1,1,2,1350,67,1932,1,0,0,1
60,3,1,1,7,1700,8,2360,1,0,0,1
55,2,1,0,2,2300,109,2962,1,0,0,1
90,3,1,1,2,3000,50,4089,1,0,0,1
65,2,1,0,1,1500,84,1607,1,0,0,1
18,1,1,0,16,700,15,1206,1,0,0,1
345,3,3,5,2,12750,834,16750,1,0,0,1
50,2,1,1,4,1190,42,1850,1,0,0,1
230,4,5,4,7,12500,917,16820,1,0,0,1
100,2,2,1,3,1850,60,2233,1,0,0,1
136,3,3,3,13,4206,364,6054,1,0,0,1
263,3,3,0,2,3500,150,3732,1,0,1,0
65,2,2,2,3,1700,115,2068,1,0,0,1
166,2,2,2,6,2100,253,2681,0,1,0,1
20,1,1,0,5,1800,130,2555,1,0,1,0
308,4,3,4,1,3900,381,4340,1,0,0,1
400,4,3,5,1,10600,459,11220,1,0,0,1
140,3,4,3,11,3000,307,3872,1,0,0,1
47,1,1,0,1,550,14,951,1,0,1,0
178,3,3,3,8,8300,700,11610,1,0,1,0
